20251229T,25349.49,25349.49,25349.49,25349.49,8
20251229T,25180.00,25180.00,25180.00,25180.00,7
20251229T,25200.00,25200.00,25200.00,25200.00,7
20251229T,25240.00,25240.00,25240.00,25240.00,7
20251229T,25260.00,25260.00,25260.00,25260.00,7
20251229T,25270.00,25270.00,25270.00,25270.00,7
20251229T,25280.00,25280.00,25280.00,25280.00,7
20251229T,25290.00,25290.00,25290.00,25290.00,7
20251229T,25370.00,25370.00,25370.00,25370.00,7
20251229T,25380.00,25380.00,25380.00,25380.00,7
20251229T,25410.00,25410.00,25410.00,25410.00,7
20251229T,25450.00,25450.00,25450.00,25450.00,7
20251229T,25500.00,25500.00,25500.00,25500.00,7
20251229T,25350.00,25350.00,25350.00,25350.00,6
20251230T,25335.87,25335.87,25335.87,25335.87,10
20251230T,25300.00,25300.00,25300.00,25300.00,9
20251230T,25400.00,25400.00,25400.00,25400.00,9
20251230T,25250.00,25250.00,25250.00,25250.00,8
20251230T,25349.49,25349.49,25349.49,25349.49,8
20251230T,25180.00,25180.00,25180.00,25180.00,7
20251230T,25200.00,25200.00,25200.00,25200.00,7
20251230T,25240.00,25240.00,25240.00,25240.00,7
20251230T,25260.00,25260.00,25260.00,25260.00,7
20251230T,25270.00,25270.00,25270.00,25270.00,7
20251230T,25280.00,25280.00,25280.00,25280.00,7
20251230T,25290.00,25290.00,25290.00,25290.00,7
20251230T,25370.00,25370.00,25370.00,25370.00,7
20251230T,25380.00,25380.00,25380.00,25380.00,7
20251230T,25410.00,25410.00,25410.00,25410.00,7
20251230T,25450.00,25450.00,25450.00,25450.00,7
20251230T,25500.00,25500.00,25500.00,25500.00,7
20251230T,25350.00,25350.00,25350.00,25350.00,6
20251231T,25335.87,25335.87,25335.87,25335.87,10
20251231T,25300.00,25300.00,25300.00,25300.00,9
20251231T,25400.00,25400.00,25400.00,25400.00,9
20251231T,25250.00,25250.00,25250.00,25250.00,8
20251231T,25349.49,25349.49,25349.49,25349.49,8
20251231T,25180.00,25180.00,25180.00,25180.00,7
20251231T,25200.00,25200.00,25200.00,25200.00,7
20251231T,25240.00,25240.00,25240.00,25240.00,7
20251231T,25260.00,25260.00,25260.00,25260.00,7
20251231T,25270.00,25270.00,25270.00,25270.00,7
20251231T,25280.00,25280.00,25280.00,25280.00,7
20251231T,25290.00,25290.00,25290.00,25290.00,7
20251231T,25370.00,25370.00,25370.00,25370.00,7
20251231T,25380.00,25380.00,25380.00,25380.00,7
20251231T,25410.00,25410.00,25410.00,25410.00,7
20251231T,25450.00,25450.00,25450.00,25450.00,7
20251231T,25500.00,25500.00,25500.00,25500.00,7
20251231T,25350.00,25350.00,25350.00,25350.00,6
20260101T,25335.87,25335.87,25335.87,25335.87,10
20260101T,25300.00,25300.00,25300.00,25300.00,9
20260101T,25400.00,25400.00,25400.00,25400.00,9
20260101T,25250.00,25250.00,25250.00,25250.00,8
20260101T,25349.49,25349.49,25349.49,25349.49,8
20260101T,25180.00,25180.00,25180.00,25180.00,7
20260101T,25200.00,25200.00,25200.00,25200.00,7
20260101T,25240.00,25240.00,25240.00,25240.00,7
20260101T,25260.00,25260.00,25260.00,25260.00,7
20260101T,25270.00,25270.00,25270.00,25270.00,7
20260101T,25280.00,25280.00,25280.00,25280.00,7
20260101T,25290.00,25290.00,25290.00,25290.00,7
20260101T,25370.00,25370.00,25370.00,25370.00,7
20260101T,25380.00,25380.00,25380.00,25380.00,7
20260101T,25410.00,25410.00,25410.00,25410.00,7
20260101T,25450.00,25450.00,25450.00,25450.00,7
20260101T,25500.00,25500.00,25500.00,25500.00,7
20260101T,25350.00,25350.00,25350.00,25350.00,6
20260102T,25335.87,25335.87,25335.87,25335.87,10
20260102T,25300.00,25300.00,25300.00,25300.00,9
20260102T,25400.00,25400.00,25400.00,25400.00,9
20260102T,25250.00,25250.00,25250.00,25250.00,8
20260102T,25349.49,25349.49,25349.49,25349.49,8
20260102T,25180.00,25180.00,25180.00,25180.00,7
20260102T,25200.00,25200.00,25200.00,25200.00,7
20260102T,25240.00,25240.00,25240.00,25240.00,7
20260102T,25260.00,25260.00,25260.00,25260.00,7
20260102T,25270.00,25270.00,25270.00,25270.00,7
20260102T,25280.00,25280.00,25280.00,25280.00,7
20260102T,25290.00,25290.00,25290.00,25290.00,7
20260102T,25370.00,25370.00,25370.00,25370.00,7
20260102T,25380.00,25380.00,25380.00,25380.00,7
20260102T,25410.00,25410.00,25410.00,25410.00,7
20260102T,25450.00,25450.00,25450.00,25450.00,7
20260102T,25500.00,25500.00,25500.00,25500.00,7
20260102T,25350.00,25350.00,25350.00,25350.00,6
20260103T,25335.87,25335.87,25335.87,25335.87,10
20260103T,25300.00,25300.00,25300.00,25300.00,9
20260103T,25400.00,25400.00,25400.00,25400.00,9
20260103T,25250.00,25250.00,25250.00,25250.00,8
20260103T,25349.49,25349.49,25349.49,25349.49,8
20260103T,25180.00,25180.00,25180.00,25180.00,7
20260103T,25200.00,25200.00,25200.00,25200.00,7
20260103T,25240.00,25240.00,25240.00,25240.00,7
20260103T,25260.00,25260.00,25260.00,25260.00,7
20260103T,25270.00,25270.00,25270.00,25270.00,7
20260103T,25280.00,25280.00,25280.00,25280.00,7
20260103T,25290.00,25290.00,25290.00,25290.00,7
20260103T,25370.00,25370.00,25370.00,25370.00,7
20260103T,25380.00,25380.00,25380.00,25380.00,7
20260103T,25410.00,25410.00,25410.00,25410.00,7
20260103T,25450.00,25450.00,25450.00,25450.00,7
20260103T,25500.00,25500.00,25500.00,25500.00,7
20260103T,25350.00,25350.00,25350.00,25350.00,6
20260104T,25335.87,25335.87,25335.87,25335.87,10
20260104T,25300.00,25300.00,25300.00,25300.00,9
20260104T,25400.00,25400.00,25400.00,25400.00,9
20260104T,25250.00,25250.00,25250.00,25250.00,8
20260104T,25349.49,25349.49,25349.49,25349.49,8
20260104T,25180.00,25180.00,25180.00,25180.00,7
20260104T,25200.00,25200.00,25200.00,25200.00,7
20260104T,25240.00,25240.00,25240.00,25240.00,7
20260104T,25260.00,25260.00,25260.00,25260.00,7
20260104T,25270.00,25270.00,25270.00,25270.00,7
20260104T,25280.00,25280.00,25280.00,25280.00,7
20260104T,25290.00,25290.00,25290.00,25290.00,7
20260104T,25370.00,25370.00,25370.00,25370.00,7
20260104T,25380.00,25380.00,25380.00,25380.00,7
20260104T,25410.00,25410.00,25410.00,25410.00,7
20260104T,25450.00,25450.00,25450.00,25450.00,7
20260104T,25500.00,25500.00,25500.00,25500.00,7
20260104T,25350.00,25350.00,25350.00,25350.00,6
20260105T,25335.87,25335.87,25335.87,25335.87,10
20260105T,25300.00,25300.00,25300.00,25300.00,9
20260105T,25400.00,25400.00,25400.00,25400.00,9
20260105T,25250.00,25250.00,25250.00,25250.00,8
20260105T,25349.49,25349.49,25349.49,25349.49,8
20260105T,25180.00,25180.00,25180.00,25180.00,7
20260105T,25200.00,25200.00,25200.00,25200.00,7
20260105T,25240.00,25240.00,25240.00,25240.00,7
20260105T,25260.00,25260.00,25260.00,25260.00,7
20260105T,25270.00,25270.00,25270.00,25270.00,7
20260105T,25280.00,25280.00,25280.00,25280.00,7
